k[h/Mpc] dP/dk(z=0.00) dP/dk(z=0.08) dP/dk(z=0.17) dP/dk(z=0.29) dP/dk(z=0.42) dP/dk(z=0.59) dP/dk(z=0.80) dP/dk(z=1.08) dP/dk(z=1.45) dP/dk(z=2.00) 
0.0038861 2498993.93511 2310276.983 2089905.68311 1865704.90543 1624493.54924 1375641.78354 1123384.14384 878910.624993 650797.990412 446227.288484 
0.0039646 2478268.62357 2292551.15405 2065901.0707 1844014.84214 1605197.60776 1358577.67592 1111075.43293 869515.929815 643267.340205 440633.991113 
0.0040447 2455823.90754 2253639.95517 2055719.41004 1824655.57744 1587316.36121 1343278.70463 1098636.68456 860263.015205 635219.845847 435829.547952 
0.0041264 2421903.259 2229407.21943 2023236.15952 1797594.72161 1569029.47013 1327007.7187 1084507.36977 848082.259794 628270.936775 430578.374955 
0.0042098 2394158.38071 2203264.56371 1991345.35759 1783247.94877 1549905.4557 1311828.54994 1072705.76804 839357.917104 620595.874439 425967.376833 
0.0042948 2361474.42282 2177276.18577 1983306.85114 1758453.48035 1531279.43512 1296748.62477 1059733.68416 829183.367357 612947.028663 420344.852445 
0.0043816 2340307.50365 2150178.31167 1950414.24293 1731863.46068 1510952.51662 1279536.07789 1045256.57865 817705.65321 605430.663548 414476.770371 
0.0044701 2311206.12299 2126879.02088 1922293.8691 1719362.99928 1492384.03187 1262882.96039 1033517.49403 808475.561308 597149.934735 410224.580199 
0.0045604 2275408.77767 2094658.04597 1904561.46473 1693726.6876 1473291.54266 1246778.94949 1019180.9357 797830.406301 590164.75142 404552.451397 
0.0046525 2239779.53246 2062086.56532 1875041.78156 1671057.88009 1454024.3833 1230886.28547 1005480.1765 786780.581001 581944.424461 399433.723571 
0.0047465 2211348.45635 2038123.55574 1848400.63769 1649893.67866 1432538.25748 1213475.85654 991654.857306 775583.863243 574095.09828 393386.877581 
0.0048424 2185821.43225 2014244.70421 1822465.27992 1619616.05531 1413855.88806 1195555.87054 977947.104358 765313.342364 565868.848684 387498.273955 
0.0049402 2149408.32778 1986033.01525 1797166.98687 1599399.65654 1390772.00353 1178958.45746 963852.779365 754197.384243 557741.53621 383061.87009 
0.00504 2122795.2318 1946207.60365 1769274.69071 1578244.95928 1371317.52934 1161143.1189 948660.63903 742640.311082 549593.89215 376032.183242 
0.0051419 2092115.66236 1921004.46987 1746623.39339 1548737.5437 1352538.0212 1144026.58184 935678.49568 731850.046743 540275.931157 370919.194071 
0.0052457 2052773.40164 1892337.65016 1716553.36218 1532241.74996 1328414.33196 1126727.74809 921169.985152 720228.138082 533154.854036 365987.606423 
0.0053517 2024214.68293 1864621.17077 1684293.53629 1503411.023 1313578.85568 1107732.90509 905563.23358 709026.895304 524735.782014 358944.918042 
0.0054598 1986014.90948 1831877.349 1663921.09789 1479150.52813 1292710.45402 1090404.64469 891071.968055 698133.136962 515406.066566 353538.058578 
0.0055701 1956540.83429 1798444.15264 1633508.48308 1454366.67623 1263904.08445 1072553.78805 876877.432666 685758.41062 507388.942665 347991.381603 
0.0056826 1929966.58578 1774274.21181 1605897.21012 1429912.39951 1246957.42448 1053685.47111 861417.121002 674194.223243 498445.760084 341808.038059 
0.0057974 1887070.31414 1743470.57429 1578630.15261 1405684.35933 1219112.20206 1035505.27584 846599.14329 661939.761361 489971.970535 336056.199302 
0.0059145 1855716.35751 1706004.39997 1550494.85591 1383216.71641 1200205.62687 1017159.87028 831649.716995 650077.087309 481168.579997 329716.409774 
0.006034 1823913.75866 1679106.97459 1527115.7977 1354599.49233 1182172.52669 998065.322772 815628.678631 638467.191349 471645.099889 323378.640076 
0.0061559 1786306.15797 1644734.49156 1488882.32533 1327521.80204 1156240.46157 978905.361086 800394.91944 626686.836661 463572.270957 318165.012994 
0.0062803 1750965.82774 1609796.31598 1459320.40877 1301819.81723 1136086.73566 960417.19834 784881.186415 614093.906075 453946.658846 311615.488923 
0.0064072 1716588.62589 1586659.04554 1437014.86477 1274089.49557 1105344.37086 939023.042924 769016.969655 601506.804516 445279.886408 305139.746505 
0.0065366 1684419.99312 1549272.84125 1408669.96095 1257481.48446 1091828.15784 923828.972565 753795.56556 590164.668616 436313.014099 298715.268962 
0.0066686 1646497.17576 1513920.22406 1376196.63911 1225684.57019 1069523.08763 904734.465165 738194.645949 577701.342572 426570.510989 292933.10117 
0.0068033 1607558.85109 1485123.95454 1344510.02808 1197719.31009 1043054.21739 880180.591225 721544.662834 564134.721241 417923.589279 286776.469551 
0.0069408 1579285.12472 1452049.04725 1314432.76318 1170281.89827 1019169.8906 865486.891609 705466.74364 552048.968691 408369.107058 279602.5208 
0.007081 1539881.76457 1415305.60686 1285302.70856 1144348.23124 995896.092393 843951.996331 689831.520275 540313.506864 399090.213024 273837.147448 
0.007224 1500339.50012 1383897.5376 1257162.43864 1117552.78566 972529.051045 823255.941132 673538.080955 526611.360907 389705.203516 267238.741283 
0.00737 1470361.27017 1354763.98691 1223796.68688 1092662.90061 949100.474788 804859.920367 656855.485636 513679.66554 380199.217164 260266.857872 
0.0075189 1429387.96231 1316358.89568 1193710.396 1063908.64723 928585.229142 780187.295315 640676.160796 501540.528066 370644.857829 254514.562473 
0.0076708 1390924.59844 1280361.93999 1163487.12223 1036183.71431 902761.166749 762801.964824 624834.209838 488644.889106 361667.545993 247825.04272 
0.0078257 1358921.25805 1249177.62448 1135234.14647 1011064.36297 878508.895851 745411.19434 607676.945122 475932.927065 351870.554161 240798.706717 
0.0079838 1321743.20764 1219471.71651 1101872.92134 978527.799455 855782.567759 722925.03681 591196.361177 462461.557818 341827.780664 234592.841051 
0.0081451 1283054.11269 1181553.04648 1071110.45559 955600.277457 827622.783351 703098.765122 574796.090397 449352.441769 332533.294236 228111.390863 
0.0083096 1245474.46238 1146290.26793 1041954.73874 927476.791196 807308.961734 682772.336578 557832.427556 436746.024242 322893.97012 221529.991608 
0.0084775 1209522.57937 1111635.55985 1007957.59945 895345.085306 781224.265332 664112.829856 541095.673623 423337.562435 313105.181571 214575.791053 
0.0086488 1170206.00617 1077514.27655 977017.288112 869712.297251 756793.584561 641469.646782 524364.464261 410529.465908 303620.152624 208169.41929 
0.0088235 1134415.71976 1047475.07221 946454.29559 846326.19204 735381.028827 620718.367405 507731.756347 397466.364691 293587.846766 201550.939873 
0.0090017 1094183.14399 1007872.84461 917024.855886 812679.78611 706576.204737 599747.338416 490465.12305 383824.573897 283854.295302 194741.147106 
0.0091836 1055641.45847 970870.900143 885134.866591 786374.133846 687885.575848 580322.370181 473605.371727 370480.457034 274221.356195 187769.624316 
0.0093691 1020807.12161 940218.358279 851338.222144 762207.171671 658243.934429 558040.152388 457372.484713 357419.404742 264200.710863 181294.274046 
0.0095583 979732.074406 905854.713438 818889.626981 729727.613396 635505.787975 535351.820298 438932.868413 344466.409271 254612.582586 174562.873032 
0.0097514 947129.093406 868331.130307 786800.669297 698868.582537 614156.098041 518507.809657 422803.700096 330649.764911 244830.428895 167578.255968 
0.0099484 908565.215626 836136.517278 757022.04621 674935.765451 585003.028172 498379.231055 408170.522343 317599.82241 235297.195813 161272.795862 
0.010149 867837.976939 798465.266697 728400.585378 646388.520001 562860.347924 476559.547539 389831.122345 305325.066338 225301.747784 154869.229837 
0.010354 828828.13001 764537.266769 694593.899799 616815.573081 537254.563977 451539.050534 370567.322166 290083.552862 214533.284232 147053.849536 
0.010564 792270.863944 728045.82407 658843.950848 588629.663227 513605.798345 436358.270453 355333.329532 277269.569551 205273.902002 140688.094157 
0.010777 754820.670052 693214.689301 628411.899127 561550.073378 486892.530602 413351.091888 336131.170898 264958.965776 195809.299745 134300.70891 
0.010995 714742.15058 662841.61856 601449.133826 535010.510452 463758.825758 389612.525851 319803.809167 250600.837485 185545.788277 127131.823888 
0.011217 682961.833987 624875.109649 566818.533892 504201.481115 440423.655279 374180.876527 307688.078397 238547.29757 176428.772798 121012.148902 
0.011443 639406.519481 589031.934262 534441.646929 475880.668764 414112.723312 351000.522898 284964.335787 224678.677279 165786.383509 113631.237076 
0.011675 600480.343978 557824.166748 506361.62261 449812.157611 393129.963151 332191.242381 269733.629097 211534.099362 156621.826479 107360.092326 
0.01191 569625.57783 520971.451196 473078.308845 423489.951938 365250.713468 312078.76556 255217.508832 198866.062612 147117.814107 100763.528581 
0.012151 526433.951537 486339.870006 439102.3061 391500.831482 340448.822205 286325.995777 235614.570832 184888.265996 136566.895667 93737.091245 
0.012397 492611.018558 454788.129543 408473.441894 364848.611264 319097.940668 268390.415446 219856.704815 172184.510049 127525.148018 87588.8818843 
0.012647 455719.279196 417446.116166 383495.690436 339461.606186 295113.2391 249480.82156 204008.997692 159838.873771 118150.793102 81107.9725106 
0.012902 418873.22606 383793.798555 351676.852846 310020.115755 271801.438086 231586.315965 188505.104529 146582.749717 108363.144891 74188.308006 
0.013163 381858.877032 351179.1134 316127.0854 282385.255013 246545.326506 208605.136667 170605.553657 133534.960231 98861.9941483 67804.981578 
0.013429 343760.208429 319028.767999 286378.279449 257723.09351 223194.822635 187468.308094 154466.383279 121261.254812 89697.9778962 61274.9159615 
0.0137 311297.424978 284487.274597 260054.981071 229646.644007 202108.592126 170478.190887 139397.703788 108149.210642 80132.0380771 54949.2908712 
0.013977 273964.375268 252652.429929 229333.261722 204438.480205 173938.576799 149898.849506 120850.202465 95986.3071405 70843.1694586 48743.5049435 
0.014259 236384.292277 219323.329718 197692.165488 177090.911798 154913.805506 132105.58963 107677.444044 83629.0368166 61867.1115866 42267.1255495 
0.014547 203114.934071 187443.617186 170568.224118 151586.477878 133386.9568 112037.059053 91038.6832325 71108.575065 52592.2943562 36128.0805901 
0.014841 168914.541226 155684.450272 141782.166465 124708.012497 106510.646954 90627.0320038 75405.9597685 59217.6097089 43616.7474196 29974.8323978 
0.015141 132865.278029 120667.47245 112002.195696 98303.2036435 87932.3861257 71839.1257055 62297.6278243 47069.4467702 34900.9560029 24011.4030118 
0.015447 102872.621181 95434.6837882 84610.9666518 76958.766886 67206.4178057 58208.7908783 42466.2497241 35146.8849101 26047.5259688 17784.700826 
0.015759 68481.79159 61742.9680117 55462.8603733 51120.1102368 42251.49868 35788.27852 30658.2240058 23493.331142 17551.9959507 11887.7059225 
0.016077 34139.362152 30466.3003931 28025.2892529 24328.1221242 21814.7509486 18618.3589492 16179.9856935 12256.5764432 8833.1528437 6305.09406063 
0.016402 1600.9731813 4058.83359999 1476.29573058 1993.68054438 1938.39317349 2186.91893269 -1170.79649733 765.512136999 681.138907697 467.223660636 
0.016734 -29950.7373131 -27099.7376154 -23594.3373867 -22302.8067874 -19511.77037 -17251.3417664 -11007.974952 -10271.2898467 -7572.68270353 -5186.28857072 
0.017072 -59877.7370635 -55811.8755778 -49579.4881753 -46119.579147 -39576.8398209 -31201.7943726 -26031.6007707 -21083.4734186 -15751.3582253 -10867.1127237 
0.017416 -90124.4510695 -82958.6986652 -76168.6879633 -65282.8275639 -59018.1981422 -50886.8883775 -42596.9609931 -31700.9002361 -23291.6594283 -16245.655995 
0.017768 -121398.333955 -111139.38384 -101576.900798 -88304.8967319 -76934.0216405 -66067.8655918 -52965.1895915 -42149.6636994 -31239.6174025 -21333.5178867 
0.018127 -148744.267844 -137993.524067 -124045.997765 -112212.635296 -96678.2267113 -81008.6697304 -65843.7036749 -52453.6768384 -38781.9268122 -26483.616466 
0.018493 -176518.302959 -163534.67936 -146359.361643 -132300.749264 -114859.010874 -97448.5761177 -80280.2289954 -62130.64793 -45905.8753328 -31436.0889229 
0.018867 -205931.931833 -187787.86832 -173108.713057 -152396.490824 -132394.842919 -112404.71447 -90920.0321854 -71589.4454414 -52961.9987619 -36474.9304401 
0.019248 -230634.457497 -212969.283356 -193458.937802 -171212.102623 -149542.817641 -127795.134093 -103960.977321 -81090.8204005 -59868.9145752 -41024.2211997 
0.019637 -257434.587689 -237102.14834 -213305.404815 -190650.584711 -164935.815216 -139526.170977 -116036.626691 -89896.1009396 -66499.3358408 -45484.8583197 
0.020034 -280574.851395 -257664.498664 -234895.60069 -210304.807504 -182376.893023 -153295.938256 -126141.665601 -98673.046683 -73106.0760083 -50126.1597728 
0.020438 -304891.186134 -281990.535817 -254618.723197 -226010.938953 -198603.392538 -168112.420766 -135582.737656 -106860.744907 -79049.3293471 -54232.4052593 
0.020851 -327357.332168 -302441.258343 -273345.42538 -243519.861414 -212251.333298 -179777.523722 -146315.867401 -114678.517896 -84874.5471956 -58107.889389 
0.021272 -348974.236087 -320516.970973 -291563.294078 -259690.833877 -225296.754311 -191509.018984 -156384.514803 -122598.528623 -90567.5269096 -62106.7835819 
0.021702 -369730.469287 -339466.794359 -308200.877776 -275225.249081 -239662.752037 -202880.001147 -165533.700114 -129284.88505 -95532.797183 -65566.9430901 
0.022141 -387748.245765 -357688.412645 -325352.589258 -288950.575737 -251622.238523 -211773.24893 -175277.742043 -136060.169003 -100850.429821 -69051.5541995 
0.022588 -408106.406824 -375839.570114 -340110.497282 -302154.187728 -263612.698293 -222818.523334 -182731.669536 -142921.362424 -105616.413076 -72535.2283339 
0.023044 -424269.143308 -390765.141769 -353566.886018 -315822.247379 -274807.919696 -232040.964234 -189841.77735 -148483.691082 -109736.754299 -75242.1460353 
0.02351 -438662.719293 -403270.012182 -366470.299668 -327718.394256 -283187.9062 -241323.66289 -196440.610549 -153810.372619 -113825.356325 -78006.3340101 
0.023985 -453871.921998 -418598.85907 -379895.875781 -336756.113728 -294530.942267 -249640.070113 -203730.727425 -159332.709855 -117699.731421 -80638.5570675 
0.024469 -466887.033983 -430604.583993 -390773.304553 -345815.95416 -302579.434899 -255230.387109 -208397.256624 -163415.364394 -120973.427993 -82976.9228272 
0.024964 -478870.106462 -438805.600236 -397866.552011 -357124.143511 -309042.039286 -261305.611199 -212802.293263 -167441.136334 -123912.334768 -85003.648807 
0.025468 -488078.121118 -450442.369946 -407826.762068 -363465.9181 -316779.895431 -266933.518996 -219438.873294 -171460.054522 -126812.702393 -86852.0982437 
0.025982 -497799.569923 -458390.877089 -416410.90709 -369607.443794 -321470.837654 -273841.463029 -223564.432493 -174490.386268 -129047.293043 -88536.384368 
0.026507 -505798.414513 -464578.659377 -420956.047654 -375264.909931 -325909.772076 -277484.788232 -225933.120801 -176844.984387 -130740.686335 -89645.6278431 
0.027043 -509948.975205 -470904.085801 -427405.420643 -379927.055407 -331354.262977 -278741.016075 -228681.226866 -178938.018343 -132276.736371 -90637.1351456 
0.027589 -515193.560718 -474209.502975 -431055.603877 -383891.165938 -333681.689612 -282146.83894 -231138.817879 -180883.625284 -133629.873672 -91757.1291328 
0.028146 -518867.520448 -477094.299829 -432254.184492 -385476.100118 -335740.145757 -284270.546396 -232188.424333 -181611.013163 -134425.998826 -92251.7604267 
0.028715 -521098.059653 -478773.356077 -434788.493817 -386689.104992 -337382.81317 -285894.913318 -232975.210323 -182349.574175 -134863.307929 -92339.7335014 
0.029295 -519433.564174 -479827.656227 -434333.593986 -386338.660435 -335686.306401 -284863.225448 -233266.277838 -182431.603319 -134981.66927 -92429.5811241 
0.029887 -519023.418843 -479025.946812 -433690.117739 -387034.48687 -336935.80918 -284686.280905 -232611.449068 -181977.710261 -134605.493506 -92380.1462288 
0.03049 -517397.655762 -476117.901125 -431790.35955 -385201.559222 -334945.989811 -283410.79938 -231629.008265 -181213.052951 -133977.025236 -91862.8081606 
0.031106 -512504.253973 -471450.126876 -428266.982591 -380751.986742 -331674.420423 -280015.220738 -229449.354368 -179533.890594 -132805.329462 -90984.8681196 
0.031735 -507448.160161 -467219.316985 -423993.218259 -376332.100564 -328785.552422 -278469.269498 -227070.772814 -177828.528074 -131485.28785 -90253.6345147 
0.032376 -500473.863046 -461384.732661 -417667.592973 -372332.469841 -323446.890831 -273975.696833 -224394.18788 -175523.371473 -129807.436003 -88978.4735126 
0.03303 -493249.563347 -453592.63512 -412193.878469 -367720.282012 -318939.05511 -270574.843705 -220970.645185 -172848.449965 -127745.487558 -87640.3913872 
0.033697 -483697.020896 -445189.124117 -404583.364357 -359877.75902 -313164.441375 -265363.7388 -216765.477373 -169677.828532 -125527.80331 -86016.766762 
0.034378 -474470.597128 -436674.496168 -395733.572501 -351916.475001 -307022.954251 -259490.922606 -212315.679902 -166097.06446 -122916.917067 -84253.2819759 
0.035072 -463832.370328 -426586.946426 -386554.494384 -344690.361517 -300406.9093 -253803.60416 -207436.858581 -162285.072913 -119926.279888 -82334.7299069 
0.035781 -450519.984341 -414889.476635 -376445.332927 -335281.722822 -292120.83899 -246757.552365 -201802.803024 -157857.909738 -116829.678644 -80025.918415 
0.036504 -437102.804088 -403091.944067 -366360.323403 -325718.819085 -282833.273023 -239741.879709 -196036.883003 -153386.633832 -113433.278683 -77809.5252645 
0.037241 -423525.25257 -389699.260856 -353129.235691 -314292.002673 -274182.9535 -232090.561589 -189633.481577 -148495.544401 -109717.788427 -75269.6895463 
0.037993 -407959.201129 -375774.02078 -341167.277042 -303425.583038 -264805.830978 -223622.539002 -182828.362283 -142972.596 -105867.758363 -72524.646554 
0.038761 -392723.215422 -361773.169167 -327453.855384 -292162.207647 -253906.532378 -215102.866576 -175930.276597 -137610.671198 -101720.876076 -69753.1769607 
0.039544 -377568.347251 -347856.237927 -314762.329516 -280826.830587 -244130.508603 -206806.503215 -169028.210792 -132317.694669 -97850.0048715 -67132.2992134 
0.040343 -361914.632755 -333368.864746 -302688.102114 -268890.912168 -233945.634063 -198217.223895 -162026.200488 -126766.039656 -93759.3765964 -64230.5213587 
0.041158 -346336.240616 -319219.822969 -289156.684573 -257520.786312 -224207.175234 -189882.65368 -155254.249956 -121431.438324 -89736.1969515 -61563.8742183 
0.041989 -331165.457714 -304054.950973 -276297.226181 -246953.301268 -214308.137392 -181333.210666 -148209.443865 -116022.575311 -85837.1783904 -58868.4173386 
0.042838 -315298.86344 -290204.321768 -263360.62807 -233781.834574 -204006.285589 -172663.534416 -141142.037933 -110433.461778 -81735.8245762 -55947.6025234 
0.043703 -298633.540722 -275411.103047 -249505.992521 -222123.724948 -193499.106215 -163802.723223 -133926.045936 -104760.351181 -77452.1430271 -53150.2988114 
0.044586 -282537.252632 -259854.97021 -235781.933386 -209992.750689 -182630.510259 -154544.461861 -126321.732464 -98912.416646 -73057.9704061 -50107.2103478 
0.045486 -264559.099742 -243776.50536 -221215.215 -196960.598719 -171399.215319 -145121.87294 -118567.32431 -92747.5482167 -68616.2209084 -47043.9798648 
0.046405 -246540.704765 -227015.390785 -206028.250733 -183566.460711 -159748.564383 -135194.721234 -110567.349527 -86494.4501908 -63997.0247887 -43867.267729 
0.047343 -229832.252357 -212275.869171 -192714.208615 -171111.961495 -149033.883223 -126129.726638 -103139.280321 -80742.9845969 -59745.1276996 -40946.5090822 
0.048299 -215894.548673 -197932.238097 -179900.463946 -160385.850474 -139431.362452 -118048.062759 -96460.5582471 -75433.3744871 -55783.9319123 -38275.2896959 
0.049275 -202190.797967 -185997.842337 -168929.150783 -150213.515738 -130885.169466 -110700.242559 -90480.651886 -70835.8783076 -52368.5392302 -35878.5424097 
0.05027 -190462.990407 -175679.792389 -158474.299421 -141403.560729 -123031.266401 -104251.726 -85205.5020316 -66654.1035065 -49320.9826106 -33814.8899158 
0.051286 -179116.839397 -164936.371777 -149378.618294 -133355.530509 -116044.465991 -98213.3114095 -80301.8456706 -62818.9751607 -46447.0437191 -31835.3134599 
0.052322 -169549.689796 -156200.29639 -141966.733268 -126058.081276 -109823.271292 -92884.6936546 -75928.7667313 -59400.7606316 -43941.3864388 -30140.8559858 
0.053379 -160669.86645 -147979.133639 -134473.456257 -119498.55632 -103963.814296 -88020.635276 -71957.296618 -56328.5344799 -41620.4028638 -28556.7523398 
0.054457 -152107.271917 -140286.43783 -126981.95869 -113383.728375 -98706.0997108 -83557.4274899 -68332.9403726 -53476.9341576 -39500.6705978 -27119.4513931 
0.055557 -145760.282674 -134104.847616 -120981.854477 -107921.837401 -93977.502987 -79569.8422149 -65045.6928437 -50815.9338382 -37647.6307327 -25831.1473581 
0.05668 -139627.072063 -127879.944553 -116674.783734 -103712.716274 -90204.4300066 -76321.8606022 -62430.6575486 -48888.5404227 -36159.3589743 -24799.9724859 
0.057825 -134558.931075 -124421.587858 -112753.59383 -100384.838906 -87393.6821172 -73976.8157875 -60451.5842495 -47343.3426017 -34961.4513438 -23946.1728364 
0.058993 -131659.757177 -121600.732988 -110002.016216 -97979.7974764 -85350.1116551 -72211.9851726 -58996.3590299 -46103.6789761 -34153.8185637 -23414.3818225 
0.060184 -129870.268353 -119284.114023 -108369.05742 -96574.6347362 -84030.21733 -71142.7906362 -58165.1176036 -45512.9255017 -33701.5219273 -23062.2844789 
0.0614 -129174.267712 -119195.268671 -107913.153508 -96072.3620401 -83594.980822 -70750.425348 -57845.8833041 -45311.5765419 -33465.5443365 -22946.9360162 
0.062641 -129952.283874 -119442.204895 -108571.389268 -96665.7695179 -84149.912501 -71252.0779624 -58195.2347568 -45525.8878318 -33658.7765263 -23117.4527111 
0.063906 -131525.587728 -121280.333998 -110188.893067 -98071.1212209 -85435.3984716 -72298.786445 -59144.7820546 -46229.104075 -34198.3052409 -23443.51352 
0.065197 -134904.953256 -124198.482731 -112564.582715 -100180.061295 -87190.5691795 -73778.2641958 -60346.8415116 -47222.1036005 -34921.2215008 -23933.7030669 
0.066514 -138534.404922 -127438.471547 -115593.183039 -102951.340568 -89572.6109238 -75842.5726078 -61988.9948644 -48503.3249976 -35899.6801485 -24590.397388 
0.067858 -142815.208705 -131400.211931 -119179.842703 -106155.152635 -92401.3121778 -78229.4645774 -63888.2146415 -50025.6493869 -36993.709019 -25360.6432628 
0.069229 -147482.337042 -135745.208925 -123114.652771 -109643.447028 -95404.6609478 -80752.781673 -66027.1856865 -51662.5403966 -38181.6621717 -26203.6564564 
0.070627 -152228.924341 -140179.906303 -127102.326614 -113202.569474 -98555.0844625 -83384.6975978 -68230.0287009 -53334.8992328 -39481.6060755 -27100.1972659 
0.072054 -156893.778178 -144418.606608 -131002.465481 -116624.744821 -101540.666321 -85986.626572 -70242.8899832 -55000.308525 -40654.9086238 -27841.6333475 
0.07351 -161118.26152 -148369.65358 -134584.967282 -119851.40546 -104323.388162 -88284.0125205 -72154.0018071 -56463.5169687 -41766.4538484 -28620.4105725 
0.074994 -164607.83067 -151554.645855 -137470.09866 -122427.342788 -106576.960691 -90183.3835115 -73727.0084257 -57667.8146531 -42646.8741976 -29280.352698 
0.076509 -167054.464079 -153805.069649 -139509.570052 -124196.028291 -108104.995526 -91496.2849534 -74829.5189529 -58535.1209969 -43302.5242773 -29694.9501615 
0.078055 -168341.300897 -155006.961661 -140622.409073 -125193.64125 -108977.357249 -92238.3131254 -75401.8286088 -59032.0497428 -43642.0256648 -29908.1806622 
0.079632 -168389.753335 -155059.688746 -140630.939105 -125248.585869 -108992.628254 -92271.3353333 -75424.5217977 -59021.8525422 -43606.0481801 -29918.6356485 
0.081241 -167164.550421 -153962.591438 -139623.395066 -124300.432608 -108177.288267 -91609.8209139 -74887.8556627 -58566.5782276 -43331.6043171 -29705.5193964 
0.082882 -164563.417774 -151499.488416 -137429.390267 -122345.804257 -106529.737191 -90189.587137 -73672.8261847 -57687.8777454 -42655.9288309 -29241.8205084 
0.084556 -160597.780221 -147854.478862 -134119.472869 -119444.986797 -103978.508472 -87977.8616435 -71930.468302 -56251.3157044 -41644.1496541 -28554.0839989 
0.086264 -155322.539739 -143058.942753 -129734.631588 -115504.549718 -100561.526643 -85085.1450673 -69612.143687 -54449.6380481 -40253.350981 -27597.2161334 
0.088007 -148866.71946 -137097.622877 -124309.521656 -110690.708481 -96365.533367 -81578.5228147 -66653.4403432 -52198.898742 -38554.0650782 -26444.7986605 
0.089785 -141391.255323 -130165.923911 -118103.995158 -105157.703312 -91492.1301873 -77475.2537263 -63331.0019965 -49547.8026728 -36672.1643661 -25148.9369043 
0.091598 -132667.598419 -122143.413392 -110802.739003 -98653.0983152 -85906.8540032 -72687.9269961 -59442.6830824 -46462.97212 -34385.4115307 -23558.3237025 
0.093449 -123028.371688 -113275.727771 -102712.18447 -91511.3103501 -79646.119142 -67408.8900516 -55077.0624098 -43120.498493 -31894.0276687 -21845.8205766 
0.095337 -112813.979822 -103903.816508 -94239.2905198 -83918.8386666 -73006.6075417 -61797.2124905 -50513.7255989 -39547.5145266 -29256.9518837 -20069.853693 
0.097263 -102117.007183 -93991.1187269 -85283.8985394 -75906.8643012 -66089.3333792 -55951.1211727 -45728.8052062 -35755.2890537 -26439.3699387 -18138.249019 
0.099227 -91172.6167802 -83968.4283089 -76136.6341307 -67781.5265786 -59004.9693833 -49951.2157841 -40848.4142024 -31974.9897492 -23654.1171167 -16193.8282171 
0.10123 -80233.8855581 -73881.1418243 -66995.9325612 -59690.5044761 -51936.6095687 -43951.9927466 -35939.7242259 -28125.1120357 -20774.8386282 -14263.3722326 
0.10328 -70251.9334361 -64640.1523874 -58662.0552821 -52223.4657448 -45487.7372876 -38464.320372 -31456.6653547 -24612.8746604 -18174.3912877 -12481.0983283 
0.10536 -61062.71039 -56279.4548394 -51026.5013786 -45420.9395038 -39554.3893198 -33477.5638841 -27361.0336126 -21410.3256489 -15845.5853274 -10853.1224591 
0.10749 -53050.5745554 -48828.5905653 -44286.215248 -39468.4367585 -34293.8887195 -29090.4250648 -23756.7114934 -18590.4069421 -13754.9688029 -9426.644763 
0.10966 -46665.726996 -42926.1127155 -38975.9610754 -34668.313848 -30227.8694866 -25560.1611108 -20890.0758913 -16363.8373238 -12085.9038132 -8290.91978202 
0.11188 -41696.0355289 -38435.8998713 -34837.407113 -31031.1339399 -27014.5821008 -22847.1625979 -18681.176763 -14591.6173929 -10818.3217463 -7411.7348308 
0.11414 -38740.5562418 -35687.9070076 -32327.8431331 -28809.1053442 -25065.0795198 -21207.9831467 -17347.5201074 -13577.611989 -10033.0966183 -6885.7422477 
0.11644 -36974.3149486 -34019.2184342 -30916.0918013 -27476.8484419 -23958.8712692 -20258.7919399 -16570.8394072 -12966.0797123 -9597.29796091 -6572.48711957 
0.1188 -36684.819081 -33785.6985998 -30624.1943341 -27294.6516499 -23732.4489655 -20107.4704556 -16436.8065492 -12864.7445045 -9530.36645888 -6517.78723489 
0.1212 -37737.4879479 -34767.5774216 -31489.542713 -28076.2591347 -24418.7510296 -20686.8432622 -16876.8934024 -13213.8639721 -9756.97627201 -6705.81434773 
0.12365 -39810.6670721 -36657.6091377 -33262.2093425 -29595.0774039 -25769.5015929 -21813.7569665 -17842.4123264 -13931.9228428 -10313.2009739 -7077.18289096 
0.12614 -42570.6340289 -39211.5744818 -35552.8879888 -31657.8795246 -27549.8298687 -23307.5300118 -19083.0077008 -14953.6186747 -11032.1533673 -7565.40640715 
0.12869 -45606.6733337 -41969.0472667 -38105.3251011 -33912.719685 -29539.6470505 -25002.6069671 -20409.5758685 -15968.816738 -11833.7371458 -8102.09074969 
0.13129 -48895.3387943 -45029.8323301 -40851.0940182 -36363.6032407 -31645.5845558 -26785.3944035 -21902.4686816 -17128.8850478 -12666.7798956 -8690.95609073 
0.13394 -51607.9613632 -47514.3005783 -43078.36189 -38373.6313043 -33403.3459661 -28251.0909105 -23125.72079 -18100.4058726 -13356.5238795 -9170.13272652 
0.13665 -53637.4299422 -49374.6201903 -44773.4290927 -39879.3163665 -34709.8922704 -29405.3891437 -24020.4488125 -18793.2850112 -13915.8196777 -9528.45769592 
0.13941 -54622.0526594 -50320.9273792 -45636.806195 -40637.4178788 -35361.1182626 -29925.6415561 -24457.3659959 -19136.017924 -14163.6473267 -9710.51803777 
0.14223 -54422.645234 -50085.9929931 -45464.6224046 -40465.0185045 -35233.2461655 -29811.6447866 -24382.7334964 -19068.2839665 -14104.3374945 -9670.31593251 
